[[-0.002332306, 1.4106855, -0.11796548, -0.018047301, 0.002680145, 0.02644663, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.12162323, 1.3712327, 0.36179042, -0.49277896, -0.13754988, -0.08075085, 0.0, 0.0], [0, 0, 0], -17.812745750459385]
[[0.12520066, 1.3595538, 0.36179012, -0.51944697, -0.1415874, -0.0807508, 0.0, 0.0], [0, 0, 0], -19.254857181181904]
[[0.12877798, 1.347275, 0.36178985, -0.546115, -0.14562495, -0.08075116, 0.0, 0.0], [0, 0, 0], -20.675569619526556]
[[0.1323554, 1.3343964, 0.36178952, -0.57278305, -0.14966251, -0.08075105, 0.0, 0.0], [0, 0, 0], -22.0713986742592]
[[0.13593283, 1.3209181, 0.36178926, -0.59945095, -0.15370005, -0.08075097, 0.0, 0.0], [0, 0, 0], -23.439273531845203]
[[0.13951024, 1.3068401, 0.36178893, -0.62611896, -0.1577376, -0.08075092, 0.0, 0.0], [0, 1, 0], -24.776499260941534]
[[0.14300899, 1.2921797, 0.3519002, -0.65178174, -0.15975975, -0.040442906, 0.0, 0.0], [0, 1, 0], -25.34725968537731]
[[0.14642772, 1.2769417, 0.34182256, -0.67724544, -0.15971705, 0.0008539019, 0.0, 0.0], [0, 1, 0], -25.68789578434638]
[[0.14978886, 1.2611275, 0.33455426, -0.70268714, -0.15816355, 0.031070406, 0.0, 0.0], [0, 1, 0], -25.995231227013306]
[[0.15305758, 1.2447281, 0.32297796, -0.72844654, -0.15426676, 0.07793598, 0.0, 0.0], [0, 1, 0], -25.90391765375699]
[[0.15625477, 1.2277431, 0.3139751, -0.7543083, -0.1485417, 0.11450128, 0.0, 0.0], [0, 1, 0], -25.736483813213823]
[[0.15939169, 1.2101628, 0.30644178, -0.78064483, -0.14130625, 0.14470907, 0.0, 0.0], [0, 0, 0], -25.499064684326072]
[[0.1625288, 1.191983, 0.30644083, -0.80731577, -0.13407083, 0.14470857, 0.0, 0.0], [0, 0, 0], -25.503448467163537]
[[0.16566591, 1.173204, 0.30643994, -0.8339867, -0.12683542, 0.14470805, 0.0, 0.0], [0, 1, 0], -25.461464395359428]
[[0.16871996, 1.1538353, 0.29602164, -0.86006004, -0.11750204, 0.18666741, 0.0, 0.0], [0, 1, 0], -24.791796010206866]
[[0.17167625, 1.1338769, 0.2837597, -0.88615125, -0.10570455, 0.23594955, 0.0, 0.0], [0, 1, 0], -23.80115575266865]
[[0.17456464, 1.1133255, 0.27522215, -0.91248685, -0.092193745, 0.27021617, 0.0, 0.0], [0, 0, 0], -22.754339390932245]
[[0.17745323, 1.0921764, 0.27521986, -0.93916875, -0.078683116, 0.27021274, 0.0, 0.0], [0, 0, 0], -21.917841146061022]
[[0.180342, 1.07043, 0.27521792, -0.9658506, -0.06517265, 0.27020937, 0.0, 0.0], [0, 1, 0], -21.031726616149427]
[[0.18313408, 1.0481045, 0.26306832, -0.9916145, -0.049212057, 0.31921178, 0.0, 0.0], [0, 1, 0], -19.474444097422293]
[[0.18583469, 1.0251906, 0.25156075, -1.017895, -0.03094277, 0.36538583, 0.0, 0.0], [0, 1, 0], -17.729201717798247]
[[0.18845662, 1.0016859, 0.24168973, -1.0443534, -0.010695597, 0.4049434, 0.0, 0.0], [0, 1, 0], -15.814298965397908]
[[0.19100904, 0.97759956, 0.23296802, -1.070494, 0.011299599, 0.43990415, 0.0, 0.0], [0, 1, 0], -15.946779736569706]
[[0.19346952, 0.9529158, 0.22143814, -1.0974269, 0.035603903, 0.48608607, 0.0, 0.0], [0, 1, 0], -18.433846851858558]
[[0.19585057, 0.9276366, 0.21148126, -1.1243597, 0.061903216, 0.52598625, 0.0, 0.0], [0, 1, 0], -21.119732595233213]
[[0.19815025, 0.90177083, 0.2013617, -1.1510174, 0.09022317, 0.56639946, 0.0, 0.0], [0, 1, 0], -23.94379597296688]
[[0.20038453, 0.87530464, 0.19324043, -1.1783669, 0.12018383, 0.59921366, 0.0, 0.0], [0, 1, 0], -26.997156461980975]
[[0.20255041, 0.8482291, 0.18476023, -1.2062281, 0.15188184, 0.6339606, 0.0, 0.0], [0, 1, 0], -30.228787426783693]
[[0.20463285, 0.82054985, 0.17449261, -1.2339805, 0.18567088, 0.67578113, 0.0, 0.0], [0, 1, 0], -33.594107433226235]
[[0.2066433, 0.7922668, 0.16571285, -1.2618431, 0.22126687, 0.71191996, 0.0, 0.0], [0, 1, 0], -37.13493143156284]
[[0.2085658, 0.763367, 0.15498278, -1.2904689, 0.25911638, 0.75699097, 0.0, 0.0], [0, 1, 0], -40.91371948132552]
[[0.21040773, 0.7338541, 0.1453192, -1.319051, 0.29901525, 0.7979781, 0.0, 0.0], [0, 1, 0], -44.87013974219365]
[[0.2121788, 0.7037436, 0.13706169, -1.3470247, 0.34063146, 0.8323251, 0.0, 0.0], [0, 1, 0], -48.91775368026449]
[[0.2138628, 0.67301863, 0.12685609, -1.3759872, 0.3844542, 0.8764554, 0.0, 0.0], [0, 1, 0], -53.22897135601331]
[[0.21545868, 0.6416597, 0.11657821, -1.4060339, 0.43065286, 0.9239745, 0.0, 0.0], [0, 1, 0], -57.85111353903326]
[[0.21698856, 0.60967994, 0.109310016, -1.4354613, 0.47859642, 0.9588723, 0.0, 0.0], [0, 1, 0], -62.5788699975983]
[[0.21845284, 0.5770908, 0.10238451, -1.4644792, 0.5281647, 0.99136627, 0.0, 0.0], [0, 1, 0], -67.4004647369576]
[[0.2198555, 0.54387766, 0.09604812, -1.4942625, 0.5794055, 1.0248168, 0.0, 0.0], [0, 1, 0], -72.44179242842101]
[[0.22117662, 0.5100223, 0.08745361, -1.5252053, 0.632952, 1.0709327, 0.0, 0.0], [0, 1, 0], -77.7910044293729]
[[0.22243348, 0.47553757, 0.08133705, -1.5554978, 0.68827474, 1.1064583, 0.0, 0.0], [0, 1, 0], -83.2518166306907]
[[0.22361441, 0.44040298, 0.07400538, -1.5870084, 0.74587005, 1.1519086, 0.0, 0.0], [0, 1, 0], -89.04566433849887]
[[0.22472, 0.4046312, 0.06728741, -1.6179802, 0.8055299, 1.1931994, 0.0, 0.0], [0, 1, 0], -94.99859760259896]
[[0.22573595, 0.36819708, 0.059132755, -1.6504685, 0.86787677, 1.2469405, 0.0, 0.0], [0, 1, 0], -101.38228575865834]
[[0.22667189, 0.33111507, 0.052765835, -1.6821724, 0.9324658, 1.2917836, 0.0, 0.0], [0, 1, 0], -107.95675558221124]
[[0.22753887, 0.29339457, 0.048224922, -1.7132791, 0.99890697, 1.3288275, 0.0, 0.0], [0, 1, 0], -114.72843467426766]
[[0.22833595, 0.25502515, 0.0439943, -1.744919, 1.0673474, 1.3688128, 0.0, 0.0], [0, 1, 0], -121.85617776781281]
[[0.22905198, 0.21597141, 0.038838763, -1.778561, 1.1385521, 1.4240985, 0.0, 0.0], [0, 1, 0], -129.60844120217223]
[[0.22968034, 0.17622636, 0.033672567, -1.8125561, 1.2126582, 1.4821265, 0.0, 0.0], [0, 0, 0], -137.9056956504031]
[[0.23026304, 0.13590647, 0.034310423, -1.8394017, 1.2867362, 1.4815676, 0.0, 0.0], [0, 0, 0], -145.7869528044707]
[[0.23079881, 0.095006496, 0.034966193, -1.8662153, 1.3607864, 1.4810092, 0.0, 1.0], [0, 0, 0], -144.09500416978923]
[[0.23106146, 0.054127775, 0.01868694, -1.8759936, 1.4348612, 1.457734, 0.0, 1.0], [0, 0, 0], -151.2296903614358]
---
[[-0.015630435, 1.3876241, -0.7905072, -0.5305601, 0.017922208, 0.17721677, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.023446273, 1.3750886, -0.7905346, -0.557271, 0.026776971, 0.17711188, 0.0, 0.0], [0, 0, 0], -1.1593348500925629]
[[-0.0312623, 1.361954, -0.7905606, -0.5839494, 0.035630584, 0.17708875, 0.0, 0.0], [0, 0, 0], -2.310506293903302]
[[-0.039078616, 1.3482203, -0.7905864, -0.6106244, 0.044482764, 0.17706022, 0.0, 0.0], [0, 0, 0], -3.4530744956822446]
[[-0.046895314, 1.3338877, -0.79061234, -0.6372979, 0.05333351, 0.17703107, 0.0, 0.0], [0, 0, 0], -4.585116112470359]
[[-0.054712296, 1.3189559, -0.79063815, -0.663972, 0.062182818, 0.17700276, 0.0, 0.0], [0, 0, 0], -5.704754228610398]
[[-0.062529564, 1.3034253, -0.79066384, -0.6906463, 0.07103072, 0.17697458, 0.0, 0.0], [0, 0, 0], -6.810179774010464]
[[-0.07034721, 1.2872953, -0.7906893, -0.7173208, 0.079877235, 0.17694655, 0.0, 0.0], [0, 0, 0], -7.899627794752234]
[[-0.07816515, 1.2705668, -0.79071456, -0.74399567, 0.08872234, 0.1769186, 0.0, 0.0], [0, 0, 0], -8.971546912946508]
[[-0.08598337, 1.253239, -0.79073966, -0.7706708, 0.09756607, 0.17689084, 0.0, 0.0], [0, 0, 0], -10.024384207709517]
[[-0.09380207, 1.2353123, -0.7907646, -0.7973461, 0.106408395, 0.17686294, 0.0, 0.0], [0, 0, 0], -11.056794292346012]
[[-0.10162096, 1.2167865, -0.79078937, -0.8240217, 0.11524934, 0.17683531, 0.0, 0.0], [0, 0, 0], -12.067506550146106]
[[-0.10944033, 1.1976619, -0.79081386, -0.8506975, 0.124088906, 0.17680745, 0.0, 0.0], [0, 0, 0], -13.055402265585485]
[[-0.11725998, 1.177938, -0.7908383, -0.8773736, 0.13292708, 0.1767798, 0.0, 0.0], [0, 0, 0], -14.019444412283349]
[[-0.12508002, 1.157615, -0.79086244, -0.9040499, 0.14176391, 0.17675245, 0.0, 0.0], [0, 0, 0], -14.958759202212093]
[[-0.13290033, 1.136693, -0.7908864, -0.9307264, 0.15059935, 0.17672506, 0.0, 0.0], [0, 0, 0], -15.872611916773849]
[[-0.14072113, 1.1151719, -0.7909101, -0.95740324, 0.15943342, 0.1766977, 0.0, 0.0], [0, 0, 1], -16.760373845870845]
[[-0.14846611, 1.093059, -0.78140384, -0.9835497, 0.16634907, 0.13832542, 0.0, 0.0], [0, 0, 1], -16.823179480411255]
[[-0.15612221, 1.0703647, -0.77022135, -1.0091578, 0.1709845, 0.09271718, 0.0, 0.0], [0, 0, 1], -16.509668730467098]
[[-0.1637145, 1.047098, -0.76217294, -1.034421, 0.17393792, 0.0590733, 0.0, 0.0], [0, 0, 1], -16.186152762966287]
[[-0.17121744, 1.0232441, -0.7509839, -1.0602478, 0.17462671, 0.013777062, 0.0, 0.0], [0, 0, 1], -15.488407676009613]
[[-0.17862692, 0.9988043, -0.7392681, -1.0860193, 0.17294556, -0.03362587, 0.0, 0.0], [0, 0, 1], -14.517063783362513]
[[-0.18597622, 0.9737855, -0.7316949, -1.1115746, 0.16969961, -0.06492491, 0.0, 0.0], [0, 0, 1], -13.598277305606524]
[[-0.19322853, 0.94818795, -0.71952784, -1.137027, 0.16397643, -0.1144737, 0.0, 0.0], [0, 0, 1], -12.163736994615896]
[[-0.20040675, 0.9219877, -0.71082866, -1.1636966, 0.15698417, -0.13985446, 0.0, 0.0], [0, 0, 1], -10.88414366446647]
[[-0.20751014, 0.8951971, -0.700878, -1.1897279, 0.14753255, -0.18903212, 0.0, 0.0], [0, 0, 0], -9.230998085405492]
[[-0.21461368, 0.8678076, -0.70087636, -1.2164019, 0.138081, -0.18903121, 0.0, 0.0], [0, 0, 0], -8.092356083327406]
[[-0.22171731, 0.83981925, -0.7008747, -1.2430761, 0.12862949, -0.18903005, 0.0, 0.0], [0, 1, 0], -6.928774603558981]
[[-0.22890916, 0.8112087, -0.7119568, -1.270973, 0.121438645, -0.14381687, 0.0, 0.0], [0, 1, 0], -6.643947764857319]
[[-0.23616806, 0.7819804, -0.7203841, -1.2985978, 0.11596696, -0.109433986, 0.0, 0.0], [0, 1, 0], -6.347808690808835]
[[-0.24351811, 0.75212675, -0.7318539, -1.3265853, 0.11283459, -0.06264745, 0.0, 0.0], [0, 0, 1], -6.43892746297182]
[[-0.2507792, 0.72169936, -0.72064793, -1.3519294, 0.10741599, -0.10837189, 0.0, 0.0], [0, 0, 1], -4.966977507313473]
[[-0.25794786, 0.6906764, -0.7090689, -1.378255, 0.09967821, -0.15475579, 0.0, 0.0], [0, 0, 0], -3.3424952719034726]
[[-0.26511654, 0.6590542, -0.7090682, -1.4049267, 0.09194044, -0.15475525, 0.0, 0.0], [0, 1, 0], -2.2558226240940504]
[[-0.27234975, 0.6268164, -0.71716934, -1.4324335, 0.08584737, -0.121861175, 0.0, 0.0], [0, 1, 0], -1.8027881513705901]
[[-0.27966633, 0.5939741, -0.7276293, -1.459429, 0.08185191, -0.07990916, 0.0, 0.0], [0, 0, 1], -1.624918339358271]
[[-0.286906, 0.56054276, -0.7179688, -1.4855199, 0.07591054, -0.118827604, 0.0, 0.0], [0, 0, 1], -0.2952778437282675]
[[-0.2940846, 0.5265153, -0.7102993, -1.5119699, 0.06843151, -0.1495806, 0.0, 0.0], [0, 1, 0], 1.0269836784705344]
[[-0.30134827, 0.49188662, -0.7209617, -1.5388154, 0.06308734, -0.10688356, 0.0, 0.0], [0, 0, 1], 1.270408044804291]
[[-0.3085397, 0.45666018, -0.7119051, -1.5653335, 0.05592958, -0.14315507, 0.0, 0.0], [0, 0, 1], 2.5015579474313303]
