[[-0.008119488, 1.4154731, -0.41064388, 0.08832264, 0.009313368, 0.09206126, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.10966301, 1.2702119, -0.4107926, -0.5793698, 0.12410295, 0.09168961, 0.0, 0.0], [0, 0, 0], -26.44206189931421]
[[-0.113724805, 1.2565848, -0.41079226, -0.60603815, 0.12868741, 0.09168932, 0.0, 0.0], [0, 0, 0], -27.77057197807386]
[[-0.11778679, 1.242358, -0.41079193, -0.6327065, 0.1332719, 0.091689184, 0.0, 0.0], [0, 0, 0], -29.072212656592257]
[[-0.12184868, 1.2275314, -0.41079158, -0.6593749, 0.13785638, 0.09168911, 0.0, 0.0], [0, 0, 0], -30.344468237168172]
[[-0.12591067, 1.2121053, -0.41079125, -0.6860432, 0.14244083, 0.09168892, 0.0, 0.0], [0, 0, 0], -31.58515186015299]
[[-0.12997265, 1.1960793, -0.41079092, -0.7127116, 0.14702529, 0.091688834, 0.0, 0.0], [0, 0, 0], -32.79230331037357]
[[-0.13403463, 1.1794536, -0.4107906, -0.73937994, 0.15160973, 0.09168874, 0.0, 0.0], [0, 0, 0], -33.96421248586418]
[[-0.13809662, 1.1622282, -0.41079015, -0.7660484, 0.15619417, 0.09168859, 0.0, 0.0], [0, 0, 0], -35.099366616955024]
[[-0.1421586, 1.144403, -0.41078973, -0.7927168, 0.16077858, 0.0916885, 0.0, 0.0], [0, 0, 0], -36.196426449797826]
[[-0.14622068, 1.1259782, -0.4107893, -0.81938523, 0.165363, 0.09168839, 0.0, 0.0], [0, 0, 0], -37.254258918561135]
[[-0.15028277, 1.1069535, -0.41078886, -0.84605366, 0.1699474, 0.09168829, 0.0, 0.0], [0, 0, 0], -38.27185875973137]
[[-0.15434484, 1.0873294, -0.4107884, -0.87272197, 0.17453179, 0.09168814, 0.0, 0.0], [0, 0, 0], -39.24840914981144]
[[-0.15840693, 1.0671052, -0.41078797, -0.89939034, 0.17911617, 0.091688015, 0.0, 0.0], [0, 0, 0], -40.183184360188164]
[[-0.1624691, 1.0462816, -0.4107875, -0.92605877, 0.18370056, 0.0916879, 0.0, 0.0], [0, 0, 0], -41.07567246054177]
[[-0.16653137, 1.024858, -0.41078702, -0.95272714, 0.18828493, 0.09168775, 0.0, 0.0], [0, 0, 0], -41.92540961143885]
[[-0.17059365, 1.0028348, -0.41078654, -0.97939545, 0.19286932, 0.09168759, 0.0, 0.0], [0, 0, 0], -42.73210400796867]
[[-0.17465591, 0.9802119, -0.41078606, -1.0060638, 0.19745368, 0.09168746, 0.0, 0.0], [0, 0, 0], -43.49562969706548]
[[-0.17871828, 0.95698917, -0.4107856, -1.0327322, 0.20203803, 0.09168732, 0.0, 0.0], [0, 0, 0], -44.21592283072934]
[[-0.18278065, 0.93316686, -0.41078502, -1.0594006, 0.20662238, 0.09168716, 0.0, 0.0], [0, 0, 0], -44.893121696879206]
[[-0.18684301, 0.90874475, -0.41078454, -1.086069, 0.21120681, 0.091688536, 0.0, 0.0], [0, 0, 0], -45.52749133882199]
[[-0.19090548, 0.88372296, -0.41078395, -1.1127373, 0.21579123, 0.09168841, 0.0, 0.0], [0, 0, 0], -46.1194384583213]
[[-0.19496803, 0.8581015, -0.41078338, -1.1394057, 0.22037566, 0.091688305, 0.0, 0.0], [0, 0, 0], -46.66959752633724]
[[-0.19903049, 0.83188003, -0.4107828, -1.1660742, 0.22496004, 0.09168818, 0.0, 0.0], [0, 0, 0], -47.178722238370796]
[[-0.2030931, 0.80505913, -0.4107822, -1.1927426, 0.22954445, 0.09168802, 0.0, 0.0], [0, 0, 0], -47.64789480458586]
[[-0.2071557, 0.7776384, -0.41078162, -1.219411, 0.23412885, 0.09168793, 0.0, 0.0], [0, 0, 0], -48.07837817160163]
[[-0.21121836, 0.74961793, -0.41078097, -1.2460793, 0.23871323, 0.09168776, 0.0, 0.0], [0, 0, 0], -48.471779669618996]
[[-0.21528105, 0.7209977, -0.41078034, -1.2727478, 0.24329762, 0.091687635, 0.0, 0.0], [0, 0, 0], -48.830051898835706]
[[-0.21934386, 0.6917779, -0.4107797, -1.2994162, 0.247882, 0.09168752, 0.0, 0.0], [0, 0, 0], -49.15561385532828]
[[-0.22340664, 0.66195816, -0.4107791, -1.3260845, 0.25246635, 0.09168738, 0.0, 0.0], [0, 0, 0], -49.4513258707193]
[[-0.22746944, 0.6315388, -0.41077843, -1.3527529, 0.2570507, 0.09168701, 0.0, 0.0], [0, 0, 0], -49.720792500707745]
[[-0.23153234, 0.6005197, -0.4107778, -1.3794212, 0.261635, 0.091686554, 0.0, 0.0], [0, 0, 0], -49.96833439410457]
[[-0.23559527, 0.5689008, -0.41077715, -1.4060895, 0.26621932, 0.091686316, 0.0, 0.0], [0, 0, 0], -50.199265979262805]
[[-0.23965827, 0.5366822, -0.41077644, -1.432758, 0.27080363, 0.091686144, 0.0, 0.0], [0, 0, 0], -50.42014565250622]
[[-0.24372129, 0.50386393, -0.41077572, -1.4594263, 0.27538794, 0.091685995, 0.0, 0.0], [0, 0, 0], -50.639037856087356]
[[-0.24778438, 0.47044587, -0.410775, -1.4860946, 0.27997223, 0.09168593, 0.0, 0.0], [0, 0, 0], -50.86598302911537]
[[-0.25184757, 0.4364281, -0.41077432, -1.5127628, 0.2845565, 0.09168572, 0.0, 0.0], [0, 0, 0], -51.11352155575892]
[[-0.25591072, 0.40181065, -0.41077358, -1.5394311, 0.2891408, 0.0916859, 0.0, 0.0], [0, 0, 0], -51.397377566320955]
[[-0.25997394, 0.36659348, -0.41077286, -1.5660994, 0.29372507, 0.09168577, 0.0, 0.0], [0, 0, 0], -51.73735916627791]
[[-0.26403722, 0.33077654, -0.4107721, -1.5927677, 0.29830936, 0.09168568, 0.0, 0.0], [0, 0, 0], -52.15846337903136]
[[-0.2681006, 0.29435986, -0.41077128, -1.619436, 0.30289364, 0.09168543, 0.0, 0.0], [0, 0, 0], -52.692206680051896]
[[-0.27216402, 0.25734344, -0.41077048, -1.6461042, 0.3074779, 0.091685295, 0.0, 0.0], [0, 0, 0], -53.378049651371754]
[[-0.27622747, 0.2197273, -0.4107697, -1.6727723, 0.31206214, 0.09168501, 0.0, 0.0], [0, 0, 0], -54.26477664178236]
[[-0.280291, 0.18151139, -0.4107689, -1.6994406, 0.3166464, 0.09168532, 0.0, 0.0], [0, 0, 0], -55.41111940954352]
[[-0.28435454, 0.14269574, -0.4107681, -1.726109, 0.32123065, 0.09168534, 0.0, 0.0], [0, 0, 0], -56.88482625816235]
[[-0.2884182, 0.10328043, -0.41076723, -1.7527773, 0.3258149, 0.09168531, 0.0, 0.0], [0, 0, 0], -58.758903165458406]
[[-0.2924819, 0.06326538, -0.41076636, -1.7794456, 0.3303992, 0.09168589, 0.0, 0.0], [0, 0, 0], -61.104149585425944]
[[-0.29654565, 0.022650585, -0.41076556, -1.806114, 0.33498344, 0.09168528, 0.0, 0.0], [0, 0, 0], -63.978366315389906]
[[-0.3006095, -0.018563988, -0.4107647, -1.8327823, 0.3395677, 0.09168516, 0.0, 1.0], [0, 0, 0], -57.41540018897854]
---
[[0.0041142465, 1.429699, 0.2080714, 0.40444645, -0.0047089476, -0.04664329, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.0061714174, 1.4382002, 0.20807874, 0.37782714, -0.0070397016, -0.04661932, 0.0, 0.0], [0, 0, 0], 1.2655753693823613]
[[0.008228684, 1.4461014, 0.20808563, 0.35115618, -0.009370132, -0.04661328, 0.0, 0.0], [0, 0, 0], 2.5569892468260207]
[[0.010285949, 1.4534028, 0.20809253, 0.32448667, -0.01170022, -0.046606015, 0.0, 0.0], [0, 0, 0], 3.8625674210064176]
[[0.012343407, 1.4601042, 0.20809941, 0.29781786, -0.014029941, -0.046598934, 0.0, 0.0], [0, 0, 0], 5.17386434738097]
[[0.014400864, 1.4662056, 0.20810628, 0.27114925, -0.016359309, -0.046591647, 0.0, 0.0], [0, 0, 0], 6.480427505439707]
[[0.016458416, 1.4717069, 0.20811312, 0.24448054, -0.018688302, -0.046584424, 0.0, 0.0], [0, 0, 0], 7.7693354207528955]
[[0.018516064, 1.4766084, 0.20811996, 0.21781176, -0.021016946, -0.046577267, 0.0, 0.0], [0, 0, 0], 9.024552254846242]
[[0.020573711, 1.48091, 0.20812678, 0.19114295, -0.02334524, -0.046569966, 0.0, 0.0], [0, 0, 0], 10.226439637895567]
[[0.022631455, 1.4846115, 0.20813358, 0.16447404, -0.025673142, -0.046562742, 0.0, 0.0], [0, 0, 0], 11.351106859620899]
[[0.024689293, 1.4877131, 0.20814033, 0.13780512, -0.028000712, -0.04655566, 0.0, 0.0], [0, 0, 0], 12.370052365905934]
[[0.026747227, 1.4902147, 0.20814708, 0.111136146, -0.030327927, -0.046548508, 0.0, 0.0], [0, 0, 0], 13.250290176625953]
[[0.028805256, 1.4921163, 0.2081538, 0.08446712, -0.03265478, -0.046541397, 0.0, 0.0], [0, 0, 0], 13.95560028917643]
[[0.030863285, 1.4934181, 0.20816049, 0.057798043, -0.034981273, -0.046534337, 0.0, 0.0], [0, 0, 0], 14.449025984345894]
[[0.03292141, 1.4941198, 0.20816717, 0.031128893, -0.03730742, -0.04652727, 0.0, 0.0], [0, 0, 0], 14.6972556589769]
[[0.03497963, 1.4942213, 0.20817383, 0.00445968, -0.039633203, -0.04652025, 0.0, 0.0], [0, 0, 0], 14.675866885865332]
[[0.03703785, 1.493723, 0.20818046, -0.022209572, -0.041958638, -0.046513263, 0.0, 0.0], [0, 0, 0], 14.374152525744677]
[[0.039096165, 1.4926249, 0.20818703, -0.04887885, -0.04428374, -0.046506334, 0.0, 0.0], [0, 0, 0], 13.7975581657536]
[[0.04115467, 1.4909265, 0.20819359, -0.07554819, -0.046608478, -0.04649936, 0.0, 0.0], [0, 0, 0], 12.966413422174583]
[[0.04321308, 1.4886284, 0.20820013, -0.10221756, -0.048932876, -0.046492446, 0.0, 0.0], [0, 0, 0], 11.9116708774242]
[[0.045271587, 1.4857302, 0.20820665, -0.128887, -0.051256936, -0.046485584, 0.0, 0.0], [0, 0, 0], 10.669628721910243]
[[0.047330283, 1.4822321, 0.20821317, -0.15555647, -0.053580668, -0.04647874, 0.0, 0.0], [0, 0, 0], 9.277109220888775]
[[0.049388982, 1.4781339, 0.2082196, -0.18222599, -0.055904053, -0.046471994, 0.0, 0.0], [0, 0, 0], 7.76834128890917]
[[0.05144768, 1.4734359, 0.20822604, -0.20889558, -0.058227103, -0.046465255, 0.0, 0.0], [0, 0, 0], 6.173339152276327]
[[0.053505708, 1.4681162, 0.20814796, -0.23651738, -0.060550086, -0.04645977, 0.0, 0.0], [0, 0, 0], 4.453804170872559]
[[0.05556364, 1.4621968, 0.20814793, -0.2631845, -0.06287309, -0.04645979, 0.0, 0.0], [0, 0, 0], 2.7572082703908904]
[[0.05762167, 1.4556773, 0.20814788, -0.2898516, -0.06519607, -0.046459734, 0.0, 0.0], [0, 0, 0], 1.0384159559980048]
[[0.0596797, 1.4485581, 0.20814784, -0.31651872, -0.06751906, -0.046459783, 0.0, 0.0], [0, 0, 0], -0.6888508600943908]
[[0.061737727, 1.4408389, 0.2081478, -0.34318584, -0.06984203, -0.046459805, 0.0, 0.0], [0, 0, 0], -2.4134036653566113]
[[0.06379576, 1.4325197, 0.20814773, -0.36985296, -0.07216504, -0.046459842, 0.0, 0.0], [0, 0, 0], -4.126192687913033]
[[0.06585379, 1.4236006, 0.20814769, -0.39652008, -0.07448803, -0.046459794, 0.0, 0.0], [0, 0, 0], -5.819889935131243]
[[0.06791182, 1.4140815, 0.20814764, -0.4231872, -0.076811016, -0.04645976, 0.0, 0.0], [0, 0, 0], -7.4884815452859925]
[[0.06996985, 1.4039625, 0.2081476, -0.4498543, -0.079134, -0.046459716, 0.0, 0.0], [0, 0, 0], -9.127042553507067]
[[0.07202788, 1.3932437, 0.20814757, -0.47652143, -0.081457004, -0.046459746, 0.0, 0.0], [0, 0, 0], -10.731526868792685]
[[0.074085906, 1.3819247, 0.2081475, -0.50318855, -0.08377998, -0.046459723, 0.0, 0.0], [0, 0, 0], -12.298529635554644]
[[0.076143935, 1.370006, 0.20814744, -0.52985567, -0.08610297, -0.046459686, 0.0, 0.0], [0, 0, 0], -13.825277713952914]
[[0.078201964, 1.3574874, 0.20814736, -0.5565228, -0.088425964, -0.046459675, 0.0, 0.0], [0, 0, 0], -15.309410612476313]
[[0.08025999, 1.3443688, 0.20814729, -0.5831899, -0.09074895, -0.04645964, 0.0, 0.0], [0, 0, 0], -16.74891559472843]
[[0.08231802, 1.3306502, 0.20814721, -0.6098569, -0.09307192, -0.04645961, 0.0, 0.0], [0, 0, 0], -18.142126448112208]
[[0.08437614, 1.3163317, 0.20814714, -0.636524, -0.09539492, -0.04645961, 0.0, 0.0], [0, 0, 0], -19.48765032569952]
[[0.08643417, 1.3014133, 0.20814708, -0.6631911, -0.097717896, -0.04645955, 0.0, 0.0], [0, 0, 0], -20.784235281110227]
[[0.0884923, 1.2858951, 0.20814702, -0.6898582, -0.100040875, -0.046459462, 0.0, 0.0], [0, 0, 0], -22.03089206043768]
[[0.090550326, 1.2697768, 0.20814696, -0.71652526, -0.10236385, -0.04645955, 0.0, 0.0], [0, 0, 0], -23.226688423500093]
[[0.09260845, 1.2530586, 0.20814689, -0.7431924, -0.104686834, -0.046459544, 0.0, 0.0], [0, 0, 0], -24.370884178186316]
[[0.09466648, 1.2357404, 0.20814684, -0.76985943, -0.10700982, -0.046459537, 0.0, 0.0], [0, 0, 0], -25.46284172888417]
[[0.09672461, 1.2178224, 0.20814677, -0.79652655, -0.1093328, -0.046459552, 0.0, 0.0], [0, 0, 0], -26.501991035518415]
[[0.09878273, 1.1993045, 0.20814672, -0.8231936, -0.11165578, -0.046459526, 0.0, 0.0], [0, 0, 0], -27.487860622043343]
[[0.10084076, 1.1801865, 0.20814665, -0.8498607, -0.11397877, -0.04645952, 0.0, 0.0], [0, 0, 0], -28.42004998298296]
[[0.10289888, 1.1604687, 0.20814657, -0.8765278, -0.11630176, -0.046459477, 0.0, 0.0], [0, 0, 0], -29.298224026405137]
[[0.10495701, 1.140151, 0.2081465, -0.90319484, -0.11862474, -0.04645946, 0.0, 0.0], [0, 0, 0], -30.12211990874914]
[[0.10701513, 1.1192334, 0.20814642, -0.929862, -0.12094771, -0.046459366, 0.0, 0.0], [0, 0, 0], -30.89150721201389]
[[0.10907326, 1.0977157, 0.20814636, -0.9565291, -0.12327068, -0.046459354, 0.0, 0.0], [0, 0, 0], -31.60620226538657]
[[0.111131385, 1.0755981, 0.20814626, -0.98319614, -0.12559365, -0.046459332, 0.0, 0.0], [0, 0, 0], -32.26607967422325]
[[0.1131896, 1.0528808, 0.20814617, -1.0098631, -0.12791662, -0.046459306, 0.0, 0.0], [0, 0, 0], -32.871085225768354]
[[0.11524773, 1.0295633, 0.2081461, -1.0365303, -0.13023958, -0.04645928, 0.0, 0.0], [0, 0, 0], -33.42116755786742]
[[0.11730585, 1.0056461, 0.208146, -1.0631974, -0.13256255, -0.04645942, 0.0, 0.0], [0, 0, 0], -33.916362482046736]
[[0.11936407, 0.9811289, 0.20814593, -1.0898644, -0.13488553, -0.046459395, 0.0, 0.0], [0, 0, 0], -34.3567053684352]
[[0.121422194, 0.9560117, 0.20814586, -1.1165315, -0.13720852, -0.046459343, 0.0, 0.0], [0, 0, 0], -34.74233353859168]
[[0.12348042, 0.9302945, 0.20814574, -1.1431985, -0.1395315, -0.04645937, 0.0, 0.0], [0, 0, 0], -35.0733924492576]
[[0.12553863, 0.9039776, 0.20814562, -1.1698655, -0.14185447, -0.0464593, 0.0, 0.0], [0, 0, 0], -35.35014192456964]
[[0.12759677, 0.8770606, 0.20814553, -1.1965326, -0.14417744, -0.046459056, 0.0, 0.0], [0, 0, 0], -35.57286802880395]
[[0.12965497, 0.84954375, 0.20814542, -1.2231996, -0.14650041, -0.046459015, 0.0, 0.0], [0, 0, 0], -35.741953687171616]
[[0.1317132, 0.82142687, 0.20814535, -1.2498668, -0.14882337, -0.04645899, 0.0, 0.0], [0, 0, 0], -35.85789482019413]
[[0.13377142, 0.79271024, 0.20814523, -1.2765338, -0.15114632, -0.046458963, 0.0, 0.0], [0, 0, 0], -35.9212384070475]
[[0.13582964, 0.76339346, 0.20814514, -1.303201, -0.15346926, -0.046458945, 0.0, 0.0], [0, 0, 0], -35.9326949402319]
[[0.13788787, 0.7334769, 0.20814507, -1.3298682, -0.15579222, -0.046458945, 0.0, 0.0], [0, 0, 0], -35.89319410023967]
[[0.13994618, 0.7029604, 0.20814495, -1.3565353, -0.15811516, -0.04645866, 0.0, 0.0], [0, 0, 0], -35.803751445820865]
[[0.1420044, 0.6718439, 0.20814486, -1.3832023, -0.16043812, -0.046458904, 0.0, 0.0], [0, 0, 0], -35.66568133316332]
[[0.14406261, 0.6401276, 0.20814474, -1.4098697, -0.16276106, -0.046458952, 0.0, 0.0], [0, 0, 0], -35.48065561606876]
[[0.14612094, 0.60781115, 0.20814462, -1.4365367, -0.16508402, -0.046458773, 0.0, 0.0], [0, 0, 0], -35.250617486951]
[[0.14817925, 0.57489496, 0.2081445, -1.4632037, -0.16740696, -0.04645882, 0.0, 0.0], [0, 0, 0], -34.978140764410824]
[[0.15023747, 0.54137874, 0.20814438, -1.4898707, -0.16972992, -0.04645883, 0.0, 0.0], [0, 0, 0], -34.666400198982075]
[[0.15229578, 0.50726265, 0.20814426, -1.5165378, -0.17205286, -0.046458814, 0.0, 0.0], [0, 0, 0], -34.31950562899931]
[[0.154354, 0.47254667, 0.20814414, -1.5432049, -0.1743758, -0.046458893, 0.0, 0.0], [0, 0, 0], -33.94274685698821]
[[0.15641221, 0.4372307, 0.20814402, -1.5698719, -0.17669873, -0.046458878, 0.0, 0.0], [0, 0, 0], -33.54305735274289]
[[0.15847044, 0.40131485, 0.2081439, -1.5965389, -0.17902167, -0.04645883, 0.0, 0.0], [0, 0, 0], -33.12974768147123]
[[0.16052866, 0.36479902, 0.20814379, -1.623206, -0.1813446, -0.04645887, 0.0, 0.0], [0, 0, 0], -32.71543785096338]
[[0.16258697, 0.32768333, 0.20814367, -1.6498731, -0.18366753, -0.046458855, 0.0, 0.0], [0, 0, 0], -32.317578473201564]
[[0.1646452, 0.2899677, 0.20814352, -1.6765401, -0.18599045, -0.04645878, 0.0, 0.0], [0, 0, 0], -31.960818435854662]
[[0.1667035, 0.251652, 0.2081434, -1.7032071, -0.1883134, -0.046458952, 0.0, 0.0], [0, 0, 0], -31.680641328563325]
[[0.16876173, 0.21273652, 0.20814326, -1.7298741, -0.19063634, -0.0464591, 0.0, 0.0], [0, 0, 0], -31.528975639962]
[[0.17082004, 0.17322107, 0.20814314, -1.7565414, -0.1929593, -0.046459142, 0.0, 0.0], [0, 0, 0], -31.582526481255]
[[0.17287835, 0.13310574, 0.20814303, -1.7832084, -0.19528225, -0.046459112, 0.0, 0.0], [0, 0, 0], -31.953652953412444]
[[0.17493668, 0.09239038, 0.2081429, -1.8098754, -0.19760521, -0.04645907, 0.0, 0.0], [0, 0, 0], -32.80010754923458]
[[0.176995, 0.051075134, 0.20814276, -1.8365425, -0.19992815, -0.046459083, 1.0, 0.0], [0, 0, 0], -24.320068243259925]
[[0.17764683, 0.011333809, 0.051445555, -1.7651093, -0.19219452, 0.14721099, 1.0, 0.0], [0, 0, 0], -14.68171794173341]
---
[[-0.0057024, 1.4265151, -0.28840512, 0.3336935, 0.00654305, 0.06465863, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.008553982, 1.4334246, -0.28841546, 0.3070673, 0.0097736865, 0.06461852, 0.0, 0.0], [0, 0, 0], 0.9623606351817671]
[[-0.011405659, 1.439734, -0.28842503, 0.28039595, 0.01300392, 0.0646105, 0.0, 0.0], [0, 0, 0], 1.9083467638876357]
[[-0.014257431, 1.4454436, -0.2884346, 0.25372645, 0.016233655, 0.064600386, 0.0, 0.0], [0, 0, 0], 2.8225696727721754]
[[-0.0171093, 1.4505532, -0.28844416, 0.22705732, 0.019462882, 0.06459026, 0.0, 0.0], [0, 0, 0], 3.6916776139791523]
[[-0.019961262, 1.4550629, -0.2884537, 0.20038833, 0.022691613, 0.06458028, 0.0, 0.0], [0, 0, 0], 4.500447194938687]
[[-0.02281332, 1.4589728, -0.2884632, 0.17371921, 0.025919843, 0.064570144, 0.0, 0.0], [0, 0, 0], 5.231938693716074]
[[-0.025665473, 1.4622829, -0.28847268, 0.14705005, 0.029147558, 0.06456007, 0.0, 0.0], [0, 0, 0], 5.8677788260338275]
[[-0.028517723, 1.4649928, -0.28848213, 0.12038081, 0.032374773, 0.06455003, 0.0, 0.0], [0, 0, 0], 6.388711516727966]
[[-0.031370163, 1.4671031, -0.28849152, 0.09371152, 0.03560149, 0.06454, 0.0, 0.0], [0, 0, 0], 6.775365919371239]
[[-0.034222603, 1.4686134, -0.28850085, 0.06704216, 0.03882771, 0.064530015, 0.0, 0.0], [0, 0, 0], 7.009584163635338]
[[-0.03707514, 1.4695238, -0.28851014, 0.04037273, 0.042053416, 0.06452006, 0.0, 0.0], [0, 0, 0], 7.075769087994615]
[[-0.03992777, 1.4698342, -0.28851944, 0.013703188, 0.04527864, 0.064510144, 0.0, 0.0], [0, 0, 0], 6.962400690141379]
[[-0.042780496, 1.4695449, -0.2885287, -0.012966414, 0.048503358, 0.06450028, 0.0, 0.0], [0, 0, 0], 6.663310179532743]
[[-0.045633316, 1.4686555, -0.28853792, -0.039636035, 0.051727585, 0.06449046, 0.0, 0.0], [0, 0, 0], 6.178434555751835]
[[-0.048486233, 1.4671662, -0.2885471, -0.06630572, 0.05495133, 0.06448067, 0.0, 0.0], [0, 0, 0], 5.513794489346367]
[[-0.051339246, 1.4650769, -0.28855625, -0.092975475, 0.058174595, 0.0644709, 0.0, 0.0], [0, 0, 0], 4.680781304140083]
[[-0.054192353, 1.4623878, -0.28856534, -0.11964529, 0.06139736, 0.06446123, 0.0, 0.0], [0, 0, 0], 3.69488911779834]
[[-0.057045557, 1.4590988, -0.2885744, -0.14631516, 0.06461965, 0.064451575, 0.0, 0.0], [0, 0, 0], 2.574258497931879]
[[-0.05989895, 1.45521, -0.28858346, -0.1729851, 0.06784146, 0.064441934, 0.0, 0.0], [0, 0, 0], 1.3381698670706044]
[[-0.06275234, 1.4507211, -0.28859243, -0.19965512, 0.07106279, 0.06443233, 0.0, 0.0], [0, 0, 0], 0.0059099048799566845]
[[-0.06560592, 1.4456325, -0.28860134, -0.2263252, 0.074283645, 0.06442277, 0.0, 0.0], [0, 0, 0], -1.4041454642360804]
[[-0.06845961, 1.4399437, -0.28861022, -0.25299534, 0.07750403, 0.06441338, 0.0, 0.0], [0, 0, 0], -2.8750499308129918]
[[-0.07131338, 1.433655, -0.28861907, -0.27966556, 0.080723956, 0.06440395, 0.0, 0.0], [0, 0, 0], -4.391553981521923]
[[-0.074166015, 1.426745, -0.28851128, -0.30728644, 0.08394378, 0.064396046, 0.0, 0.0], [0, 0, 0], -5.999319642656047]
[[-0.07701864, 1.4192353, -0.2885112, -0.333954, 0.08716359, 0.06439607, 0.0, 0.0], [0, 0, 0], -7.568414152292235]
[[-0.07987137, 1.4111257, -0.28851107, -0.36062154, 0.0903834, 0.06439604, 0.0, 0.0], [0, 0, 0], -9.147338543265192]
[[-0.082724, 1.4024162, -0.28851095, -0.38728908, 0.09360321, 0.064396, 0.0, 0.0], [0, 0, 0], -10.727371426580135]
[[-0.08557673, 1.3931067, -0.28851083, -0.4139566, 0.09682301, 0.06439598, 0.0, 0.0], [0, 0, 0], -12.300954847278405]
[[-0.088429354, 1.3831975, -0.2885107, -0.44062415, 0.100042805, 0.064395875, 0.0, 0.0], [0, 0, 0], -13.861685934347179]
[[-0.091282085, 1.3726885, -0.2885106, -0.46729168, 0.10326259, 0.06439579, 0.0, 0.0], [0, 0, 0], -15.404010414071735]
[[-0.09413481, 1.3615794, -0.28851044, -0.49395922, 0.10648238, 0.06439584, 0.0, 0.0], [0, 0, 0], -16.92318924842874]
[[-0.09698744, 1.3498706, -0.2885103, -0.5206267, 0.10970216, 0.06439583, 0.0, 0.0], [0, 0, 0], -18.415165865635714]
