[[0.010044957, 1.3876127, 0.5080097, -0.5307754, -0.011506933, -0.11389121, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.15074186, 0.8096688, 0.5081883, -1.2785593, -0.17052735, -0.11343254, 0.0, 0.0], [0, 0, 0], -23.609679502080127]
[[0.15576705, 0.7803158, 0.50818765, -1.3052287, -0.17619896, -0.11343217, 0.0, 0.0], [0, 0, 0], -23.87157136890724]
[[0.16079244, 0.75036365, 0.50818694, -1.331898, -0.18187055, -0.113432005, 0.0, 0.0], [0, 0, 0], -24.09589361744989]
[[0.16581774, 0.7198116, 0.5081862, -1.3585674, -0.18754214, -0.11343179, 0.0, 0.0], [0, 0, 0], -24.28444079914405]
[[0.17084321, 0.6886601, 0.5081855, -1.3852366, -0.19321372, -0.11343155, 0.0, 0.0], [0, 0, 0], -24.439557341095906]
[[0.1758687, 0.65690905, 0.5081848, -1.4119058, -0.19888528, -0.11343129, 0.0, 0.0], [0, 0, 0], -24.564093710982206]
[[0.18089429, 0.6245583, 0.508184, -1.438575, -0.20455684, -0.113431275, 0.0, 0.0], [0, 0, 0], -24.66161740128203]
[[0.18591985, 0.5916081, 0.5081831, -1.4652443, -0.21022838, -0.113431, 0.0, 0.0], [0, 0, 0], -24.736593773631853]
[[0.19094554, 0.5580583, 0.50818235, -1.4919136, -0.21589993, -0.113430716, 0.0, 0.0], [0, 0, 0], -24.794561283508358]
[[0.1959713, 0.5239089, 0.50818145, -1.5185829, -0.22157146, -0.113430515, 0.0, 0.0], [0, 0, 0], -24.842499169336122]
[[0.20099716, 0.4891599, 0.50818056, -1.5452522, -0.22724299, -0.1134302, 0.0, 0.0], [0, 0, 0], -24.88927789561876]
[[0.20602293, 0.45381132, 0.50817966, -1.5719216, -0.23291448, -0.11342993, 0.0, 0.0], [0, 0, 0], -24.946181616169355]
[[0.2110488, 0.41786322, 0.5081788, -1.5985909, -0.23858595, -0.1134297, 0.0, 0.0], [0, 0, 0], -25.027763104250113]
[[0.21607475, 0.38131544, 0.50817776, -1.62526, -0.2442574, -0.11342945, 0.0, 0.0], [0, 0, 0], -25.152835533721174]
[[0.2211008, 0.34416807, 0.50817674, -1.6519294, -0.24992885, -0.11342919, 0.0, 0.0], [0, 0, 0], -25.34601471262428]
[[0.22612695, 0.30642122, 0.50817573, -1.6785985, -0.2556003, -0.11342893, 0.0, 0.0], [0, 0, 0], -25.639502988207965]
[[0.2311531, 0.26807472, 0.5081747, -1.7052677, -0.26127174, -0.11342865, 0.0, 0.0], [0, 0, 0], -26.07549793283377]
[[0.23617944, 0.22912861, 0.50817364, -1.7319369, -0.26694316, -0.11342843, 0.0, 0.0], [0, 0, 0], -26.708938852303675]
[[0.24120578, 0.1895829, 0.50817263, -1.7586062, -0.27261457, -0.11342815, 0.0, 0.0], [0, 0, 0], -27.609908823587716]
[[0.24623223, 0.14943768, 0.5081715, -1.7852756, -0.27828598, -0.11342794, 0.0, 0.0], [0, 0, 0], -28.864421986984524]
[[0.25125876, 0.10869277, 0.50817037, -1.8119448, -0.2839574, -0.1134277, 0.0, 0.0], [0, 0, 0], -30.57097656016026]
[[0.25628537, 0.067348346, 0.50816923, -1.8386141, -0.28962874, -0.11342746, 0.0, 0.0], [0, 0, 0], -32.82987467085724]
[[0.261312, 0.025404392, 0.50816804, -1.8652834, -0.2953001, -0.11342722, 1.0, 0.0], [0, 0, 0], -25.724548232029605]
[[0.26603183, -0.015537991, 0.45235437, -1.8158845, -0.28549448, 0.18304905, 1.0, 0.0], [0, 0, 0], -18.949474632993685]
---
[[0.010656262, 1.4220569, 0.5389327, 0.2346098, -0.012207522, -0.120818056, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.015984725, 1.4267375, 0.53895164, 0.2079728, -0.018244429, -0.120749354, 0.0, 0.0], [0, 0, 0], -0.06693736902889214]
[[0.02131338, 1.4308188, 0.5389696, 0.18129937, -0.024280537, -0.12073358, 0.0, 0.0], [0, 0, 0], -0.18150003689314076]
[[0.026642228, 1.4343004, 0.5389873, 0.15462807, -0.030315708, -0.12071447, 0.0, 0.0], [0, 0, 0], -0.3504206400544376]
[[0.031971265, 1.4371825, 0.5390051, 0.12795715, -0.036349915, -0.120695055, 0.0, 0.0], [0, 0, 0], -0.5784659324092161]
[[0.037300587, 1.439465, 0.5390228, 0.10128618, -0.042383157, -0.12067602, 0.0, 0.0], [0, 0, 0], -0.8699353785813173]
[[0.042630006, 1.441148, 0.53904045, 0.07461507, -0.048415434, -0.12065686, 0.0, 0.0], [0, 0, 0], -1.2285527749984624]
[[0.047959615, 1.4422315, 0.539058, 0.04794373, -0.05444677, -0.12063774, 0.0, 0.0], [0, 0, 0], -1.657288227360084]
[[0.05328951, 1.4427154, 0.5390755, 0.021272244, -0.060477145, -0.120618716, 0.0, 0.0], [0, 0, 0], -2.1582982501813888]
[[0.0586195, 1.4425999, 0.5390929, -0.0053993855, -0.06650659, -0.12059976, 0.0, 0.0], [0, 0, 0], -2.7328396572125087]
[[0.06394978, 1.4418846, 0.5391102, -0.032071136, -0.07253509, -0.12058093, 0.0, 0.0], [0, 0, 0], -3.3811951145131047]
[[0.06928034, 1.4405699, 0.5391274, -0.05874302, -0.07856265, -0.12056209, 0.0, 0.0], [0, 0, 0], -4.10272273607373]
[[0.07461099, 1.4386555, 0.5391445, -0.085414976, -0.084589265, -0.120543346, 0.0, 0.0], [0, 0, 0], -4.895833582276879]
[[0.07994185, 1.4361415, 0.53916156, -0.112087056, -0.09061496, -0.120524704, 0.0, 0.0], [0, 0, 0], -5.75805317635556]
[[0.08527298, 1.4330279, 0.5391785, -0.13875927, -0.09663973, -0.12050612, 0.0, 0.0], [0, 0, 0], -6.686130417245494]
[[0.090604305, 1.4293149, 0.5391953, -0.1654316, -0.10266357, -0.12048761, 0.0, 0.0], [0, 0, 0], -7.676160146176642]
[[0.09593582, 1.4250023, 0.53921205, -0.19210407, -0.10868647, -0.12046915, 0.0, 0.0], [0, 0, 0], -8.723632913722469]
[[0.10126753, 1.42009, 0.5392287, -0.21877669, -0.11470848, -0.12045072, 0.0, 0.0], [0, 0, 0], -9.823600234577896]
[[0.106599525, 1.414578, 0.53924525, -0.24544941, -0.12072954, -0.12043244, 0.0, 0.0], [0, 0, 0], -10.970849401430797]
[[0.1119318, 1.4084666, 0.53926164, -0.2721223, -0.12674972, -0.1204142, 0.0, 0.0], [0, 0, 0], -12.15996378905902]
[[0.117264174, 1.4017556, 0.5392779, -0.29879528, -0.13276897, -0.12039603, 0.0, 0.0], [0, 0, 0], -13.385439971910472]
[[0.12259674, 1.3944448, 0.5392941, -0.32546845, -0.13878733, -0.12037798, 0.0, 0.0], [0, 0, 0], -14.641765615851256]
[[0.1279296, 1.3865345, 0.5393102, -0.35214174, -0.14480479, -0.120360054, 0.0, 0.0], [0, 0, 0], -15.923570329208218]
[[0.13326263, 1.3780246, 0.5393262, -0.37881514, -0.15082136, -0.120342135, 0.0, 0.0], [0, 0, 0], -17.225638181428224]
[[0.13858834, 1.3689059, 0.53899676, -0.4059352, -0.15723959, -0.1283674, 0.0, 0.0], [0, 0, 0], -18.581437335546354]
[[0.14391956, 1.3591757, 0.53912795, -0.43310004, -0.16325551, -0.12031877, 0.0, 0.0], [0, 0, 0], -19.9486250810144]
[[0.1492507, 1.348846, 0.5391273, -0.45976976, -0.16927144, -0.12031847, 0.0, 0.0], [0, 0, 0], -21.281357862988813]
[[0.15458202, 1.3379169, 0.5391266, -0.4864394, -0.17528738, -0.12031828, 0.0, 0.0], [0, 0, 0], -22.615737674773612]
[[0.15991326, 1.3263881, 0.5391258, -0.5131091, -0.18130326, -0.12031798, 0.0, 0.0], [0, 0, 0], -23.947779383816595]
[[0.16524458, 1.3142598, 0.5391251, -0.53977877, -0.18731914, -0.1203179, 0.0, 0.0], [0, 0, 0], -25.273838067813244]
[[0.1705759, 1.301532, 0.53912425, -0.5664484, -0.19333503, -0.12031764, 0.0, 0.0], [0, 0, 0], -26.59052415329643]
[[0.17590733, 1.2882048, 0.5391234, -0.593118, -0.19935086, -0.12031712, 0.0, 0.0], [0, 0, 0], -27.894743334544586]
[[0.18123884, 1.2742779, 0.5391226, -0.61978763, -0.20536672, -0.12031676, 0.0, 0.0], [0, 0, 0], -29.183623625902868]
[[0.18657045, 1.2597514, 0.5391216, -0.6464573, -0.21138252, -0.120316245, 0.0, 0.0], [0, 0, 0], -30.454577262102163]
[[0.19190216, 1.2446256, 0.5391207, -0.67312694, -0.21739833, -0.120315954, 0.0, 0.0], [0, 0, 0], -31.705263606195075]
[[0.19723387, 1.2289002, 0.5391197, -0.69979656, -0.22341414, -0.120315716, 0.0, 0.0], [0, 0, 0], -32.9335737323436]
[[0.20256567, 1.2125752, 0.53911877, -0.7264662, -0.22942992, -0.12031543, 0.0, 0.0], [0, 0, 0], -34.13757494793418]
[[0.20789757, 1.1956508, 0.5391177, -0.75313574, -0.2354457, -0.12031515, 0.0, 0.0], [0, 0, 0], -35.3155930398012]
[[0.21322946, 1.1781266, 0.5391167, -0.77980536, -0.24146143, -0.12031484, 0.0, 0.0], [0, 0, 0], -36.46609951218872]
[[0.21856146, 1.1600031, 0.53911555, -0.8064749, -0.24747717, -0.12031452, 0.0, 0.0], [0, 0, 0], -37.58782517586653]
[[0.22389355, 1.14128, 0.5391145, -0.83314455, -0.2534929, -0.12031424, 0.0, 0.0], [0, 0, 0], -38.67965600023231]
[[0.22922572, 1.1219574, 0.53911334, -0.8598142, -0.25950858, -0.12031393, 0.0, 0.0], [0, 0, 0], -39.74061097155578]
[[0.23455802, 1.1020352, 0.5391122, -0.8864838, -0.26552427, -0.120313644, 0.0, 0.0], [0, 0, 0], -40.76991894920448]
[[0.23989038, 1.0815134, 0.539111, -0.91315335, -0.27153993, -0.12031335, 0.0, 0.0], [0, 0, 0], -41.767008118758184]
[[0.24522285, 1.0603923, 0.53910977, -0.939823, -0.27755558, -0.12031307, 0.0, 0.0], [0, 0, 0], -42.731444803863525]
[[0.25055543, 1.0386715, 0.5391085, -0.96649253, -0.2835712, -0.12031275, 0.0, 0.0], [0, 0, 0], -43.66296254832767]
[[0.255888, 1.0163512, 0.5391072, -0.9931621, -0.28958684, -0.12031245, 0.0, 0.0], [0, 0, 0], -44.56148783992481]
[[0.26122063, 0.99343127, 0.53910595, -1.0198317, -0.29560244, -0.12031212, 0.0, 0.0], [0, 0, 0], -45.42711542533971]
[[0.2665534, 0.969912, 0.53910464, -1.0465013, -0.30161804, -0.120312035, 0.0, 0.0], [0, 0, 0], -46.26017720702626]
[[0.27188635, 0.9457931, 0.53910327, -1.0731709, -0.30763355, -0.12031017, 0.0, 0.0], [0, 0, 0], -47.06116287470641]
[[0.2772193, 0.92107457, 0.53910196, -1.0998404, -0.31364906, -0.120309934, 0.0, 0.0], [0, 0, 0], -47.830790384501626]
[[0.28255242, 0.89575654, 0.5391005, -1.12651, -0.31966454, -0.120309696, 0.0, 0.0], [0, 0, 0], -48.570053581165865]
[[0.28788567, 0.86983913, 0.5390991, -1.1531795, -0.32568002, -0.12030937, 0.0, 0.0], [0, 0, 0], -49.280223309549484]
[[0.2932189, 0.843322, 0.53909767, -1.1798491, -0.33169547, -0.12030904, 0.0, 0.0], [0, 0, 0], -49.96281607981817]
[[0.29855233, 0.8162054, 0.5390962, -1.2065187, -0.33771092, -0.120308794, 0.0, 0.0], [0, 0, 0], -50.6197603909217]
[[0.30388576, 0.78848904, 0.5390947, -1.2331883, -0.34372634, -0.12030848, 0.0, 0.0], [0, 0, 0], -51.25333026829327]
[[0.30921936, 0.7601735, 0.53909314, -1.2598578, -0.34974176, -0.1203082, 0.0, 0.0], [0, 0, 0], -51.86632568106245]
[[0.31455317, 0.73125815, 0.5390916, -1.2865274, -0.35575715, -0.12030796, 0.0, 0.0], [0, 0, 0], -52.461971761976]
[[0.31988698, 0.7017434, 0.53909004, -1.3131968, -0.3617725, -0.1203074, 0.0, 0.0], [0, 0, 0], -53.044189324689455]
[[0.32522097, 0.671629, 0.53908837, -1.3398663, -0.36778787, -0.12030713, 0.0, 0.0], [0, 0, 0], -53.617596681087235]
[[0.33055505, 0.6409151, 0.53908676, -1.3665357, -0.3738032, -0.120306775, 0.0, 0.0], [0, 0, 0], -54.18768225582684]
[[0.33588925, 0.6096017, 0.5390851, -1.3932053, -0.3798185, -0.12030647, 0.0, 0.0], [0, 0, 0], -54.76095690773505]
[[0.34122354, 0.57768863, 0.5390834, -1.4198747, -0.3858338, -0.12030618, 0.0, 0.0], [0, 0, 0], -55.34508158048206]
[[0.346558, 0.5451761, 0.5390817, -1.4465443, -0.3918491, -0.12030609, 0.0, 0.0], [0, 0, 0], -55.9492303086416]
[[0.35189256, 0.5120639, 0.53907996, -1.4732138, -0.3978644, -0.12030592, 0.0, 0.0], [0, 0, 0], -56.584202455507835]
[[0.35722715, 0.47835225, 0.53907824, -1.4998833, -0.40387964, -0.12030567, 0.0, 0.0], [0, 0, 0], -57.26283020004908]
[[0.362562, 0.444041, 0.53907645, -1.5265527, -0.4098949, -0.120305404, 0.0, 0.0], [0, 0, 0], -58.00034134610436]
[[0.36789685, 0.40913022, 0.53907466, -1.5532223, -0.41591018, -0.12030512, 0.0, 0.0], [0, 0, 0], -58.81468516171063]
[[0.37323198, 0.3736198, 0.5390729, -1.5798917, -0.42192543, -0.12030481, 0.0, 0.0], [0, 0, 0], -59.72693783884861]
[[0.37856713, 0.33750987, 0.53907096, -1.6065611, -0.42794064, -0.1203045, 0.0, 0.0], [0, 0, 0], -60.7616841836431]
[[0.38390246, 0.30080038, 0.53906906, -1.6332304, -0.43395585, -0.12030423, 0.0, 0.0], [0, 0, 0], -61.947284732754525]
[[0.38923788, 0.26349136, 0.53906715, -1.6598998, -0.43997106, -0.120303966, 0.0, 0.0], [0, 0, 0], -63.315799085205896]
[[0.3945735, 0.22558273, 0.53906524, -1.6865692, -0.44598624, -0.120303646, 0.0, 0.0], [0, 0, 0], -64.9027222130758]
[[0.3999092, 0.1870745, 0.5390633, -1.7132386, -0.45200142, -0.12030341, 0.0, 0.0], [0, 0, 0], -66.74597124482293]
[[0.40524513, 0.14796676, 0.53906125, -1.739908, -0.45801657, -0.12030295, 0.0, 0.0], [0, 0, 0], -68.88430108371554]
[[0.4105811, 0.10825947, 0.5390593, -1.7665772, -0.46403167, -0.12030264, 0.0, 0.0], [0, 0, 0], -71.35492750191125]
[[0.41591722, 0.06795252, 0.53905725, -1.7932467, -0.4700468, -0.12030232, 0.0, 0.0], [0, 0, 0], -74.1906083741259]
[[0.4212535, 0.027046047, 0.5390552, -1.819916, -0.47606188, -0.12030202, 1.0, 0.0], [0, 0, 0], -67.41655767458857]
---
[[-0.0008556366, 1.4314413, -0.04328568, 0.44316918, 0.0009877668, 0.00970732, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.0012836456, 1.4408138, -0.04328726, 0.41655356, 0.00147264, 0.009698535, 0.0, 0.0], [0, 0, 0], 1.6623794191888521]
[[-0.0017115592, 1.449586, -0.043288704, 0.38988304, 0.0019574754, 0.00969754, 0.0, 0.0], [0, 0, 0], 3.3884018435294365]
[[-0.0021395683, 1.4577584, -0.043290135, 0.36321393, 0.0024422195, 0.009696067, 0.0, 0.0], [0, 0, 0], 5.172057830841709]
[[-0.002567482, 1.4653307, -0.043291572, 0.3365455, 0.0029269082, 0.009694551, 0.0, 0.0], [0, 0, 0], 7.012907718240342]
[[-0.0029955865, 1.4723029, -0.043293007, 0.30987728, 0.0034115228, 0.009693036, 0.0, 0.0], [0, 0, 0], 8.910308814176403]
[[-0.0034235953, 1.4786752, -0.043294437, 0.2832089, 0.003896047, 0.009691484, 0.0, 0.0], [0, 0, 0], 10.863314978407402]
[[-0.0038516999, 1.4844474, -0.04329586, 0.2565405, 0.0043805116, 0.009690233, 0.0, 0.0], [0, 0, 0], 12.870623494751015]
[[-0.004279709, 1.4896195, -0.043297272, 0.22987212, 0.0048648953, 0.009688808, 0.0, 0.0], [0, 0, 0], 14.930269828971092]
[[-0.0047078133, 1.4941915, -0.04329869, 0.20320368, 0.005349218, 0.009687299, 0.0, 0.0], [0, 0, 0], 17.03937080992327]
[[-0.005135822, 1.4981638, -0.043300103, 0.17653517, 0.0058334535, 0.009685864, 0.0, 0.0], [0, 0, 0], 19.193346681920957]
[[-0.005563927, 1.5015358, -0.043301504, 0.14986667, 0.006317617, 0.009684392, 0.0, 0.0], [0, 0, 0], 21.384676544934422]
[[-0.005992031, 1.5043077, -0.04330291, 0.12319813, 0.0068017095, 0.009682902, 0.0, 0.0], [0, 0, 0], 23.59992401293502]
[[-0.006420231, 1.5064797, -0.043304306, 0.09652955, 0.007285754, 0.009681383, 0.0, 0.0], [0, 0, 0], 25.813019320627916]
[[-0.0068484307, 1.5080516, -0.0433057, 0.069860935, 0.007769697, 0.009679883, 0.0, 0.0], [0, 0, 0], 27.967604603459392]
[[-0.007276535, 1.5090235, -0.04330709, 0.04319229, 0.008253581, 0.009678418, 0.0, 0.0], [0, 0, 0], 29.924841353123867]
[[-0.007704735, 1.5093955, -0.043308474, 0.016523603, 0.008737383, 0.009676966, 0.0, 0.0], [0, 0, 0], 31.320133959481808]
[[-0.00813284, 1.5091672, -0.043309852, -0.010145121, 0.009221097, 0.009675519, 0.0, 0.0], [0, 0, 0], 31.481504881387593]
[[-0.008561134, 1.508339, -0.043311227, -0.03681387, 0.009704759, 0.009674069, 0.0, 0.0], [0, 0, 0], 30.279636383710567]
[[-0.008989429, 1.5069107, -0.043312594, -0.063482665, 0.010188356, 0.00967262, 0.0, 0.0], [0, 0, 0], 28.373088993195836]
[[-0.009417629, 1.5048823, -0.043313958, -0.0901515, 0.010671878, 0.00967118, 0.0, 0.0], [0, 0, 0], 26.210677462203023]
[[-0.009845925, 1.5022539, -0.043315314, -0.11682036, 0.011155311, 0.009669738, 0.0, 0.0], [0, 0, 0], 23.967373786124455]
[[-0.010274219, 1.4990256, -0.04331667, -0.14348929, 0.011638683, 0.009668274, 0.0, 0.0], [0, 0, 0], 21.712300511548392]
[[-0.010702419, 1.495197, -0.04331802, -0.17015822, 0.0121219745, 0.0096668, 0.0, 0.0], [0, 0, 0], 19.476456441133223]
[[-0.011130619, 1.490747, -0.043301996, -0.19778095, 0.01260524, 0.009665451, 0.0, 0.0], [0, 0, 0], 17.184787239238716]
[[-0.011558819, 1.485697, -0.043301996, -0.22444765, 0.013088522, 0.009665439, 0.0, 0.0], [0, 0, 0], 15.029035112874993]
[[-0.011986923, 1.480047, -0.043301996, -0.25111434, 0.013571802, 0.009665457, 0.0, 0.0], [0, 0, 0], 12.92196603738418]
[[-0.012415123, 1.4737971, -0.043302, -0.277781, 0.014055103, 0.00966551, 0.0, 0.0], [0, 0, 0], 10.866715925334546]
[[-0.012843323, 1.4669472, -0.043301996, -0.30444768, 0.014538369, 0.009665487, 0.0, 0.0], [0, 0, 0], 8.865393529784484]
[[-0.013271427, 1.4594972, -0.043301996, -0.33111435, 0.015021651, 0.009665457, 0.0, 0.0], [0, 0, 0], 6.91944164649189]
[[-0.013699627, 1.4514471, -0.043301992, -0.35778102, 0.015504935, 0.009665512, 0.0, 0.0], [0, 0, 0], 5.029876733935595]
[[-0.014127826, 1.4427973, -0.043301992, -0.3844477, 0.015988214, 0.009665469, 0.0, 0.0], [0, 0, 0], 3.1974092328705694]
[[-0.014555931, 1.4335473, -0.043301992, -0.41111436, 0.01647151, 0.009665446, 0.0, 0.0], [0, 0, 0], 1.4226152174566948]
[[-0.014984131, 1.4236974, -0.043301992, -0.43778113, 0.016954787, 0.009665443, 0.0, 0.0], [0, 0, 0], -0.29410506404622083]
[[-0.015412331, 1.4132475, -0.043301992, -0.46444786, 0.017438058, 0.009665434, 0.0, 0.0], [0, 0, 0], -1.95242448644737]
[[-0.015840435, 1.4021975, -0.043301992, -0.49111453, 0.017921349, 0.009665423, 0.0, 0.0], [0, 0, 0], -3.55207217591456]
[[-0.016268635, 1.3905475, -0.043301992, -0.5177812, 0.01840463, 0.009665433, 0.0, 0.0], [0, 0, 0], -5.092865000591303]
[[-0.016696835, 1.3782977, -0.043301992, -0.54444784, 0.018887907, 0.009665467, 0.0, 0.0], [0, 0, 0], -6.574639168521514]
[[-0.01712494, 1.3654476, -0.043301992, -0.5711145, 0.019371178, 0.009665461, 0.0, 0.0], [0, 0, 0], -7.997251709619178]
[[-0.01755314, 1.3519977, -0.04330199, -0.5977811, 0.019854454, 0.009665421, 0.0, 0.0], [0, 0, 0], -9.360610928106723]
[[-0.01798134, 1.3379478, -0.04330199, -0.62444776, 0.020337725, 0.009665406, 0.0, 0.0], [0, 0, 0], -10.66462679055013]
[[-0.018409442, 1.323298, -0.043301985, -0.6511144, 0.02082101, 0.009665392, 0.0, 0.0], [0, 0, 0], -11.909227249555386]
[[-0.018837642, 1.308048, -0.043301985, -0.67778105, 0.021304287, 0.009665389, 0.0, 0.0], [0, 0, 0], -13.094334016481042]
[[-0.019265842, 1.2921981, -0.04330198, -0.7044477, 0.021787561, 0.009665399, 0.0, 0.0], [0, 0, 0], -14.219909951763753]
[[-0.019693946, 1.2757481, -0.04330198, -0.7311143, 0.022270828, 0.009665413, 0.0, 0.0], [0, 0, 0], -15.285910483072655]
[[-0.020122146, 1.2586982, -0.04330198, -0.75778097, 0.022754101, 0.009665411, 0.0, 0.0], [0, 0, 0], -16.292285740140755]
[[-0.020550346, 1.2410482, -0.04330198, -0.7844476, 0.023237387, 0.0096654, 0.0, 0.0], [0, 0, 0], -17.23901917967123]
[[-0.02097845, 1.2227985, -0.04330198, -0.8111143, 0.023720665, 0.009665394, 0.0, 0.0], [0, 0, 0], -18.126102631847573]
[[-0.02140665, 1.2039485, -0.04330198, -0.83778095, 0.02420393, 0.009665403, 0.0, 0.0], [0, 0, 0], -18.953457807417436]
[[-0.02183485, 1.1844985, -0.04330198, -0.8644477, 0.02468721, 0.009665398, 0.0, 0.0], [0, 0, 0], -19.721116175802962]
[[-0.022262955, 1.1644486, -0.04330198, -0.89111435, 0.025170486, 0.009665405, 0.0, 0.0], [0, 0, 0], -20.429034670834767]
[[-0.022691155, 1.143799, -0.04330198, -0.917781, 0.025653778, 0.009665433, 0.0, 0.0], [0, 0, 0], -21.07722975517018]
[[-0.023119355, 1.1225489, -0.04330198, -0.94444764, 0.026137048, 0.009665432, 0.0, 0.0], [0, 0, 0], -21.66564465585921]
[[-0.023547554, 1.1006991, -0.043301985, -0.9711143, 0.026620327, 0.009665403, 0.0, 0.0], [0, 0, 0], -22.194303052188673]
[[-0.02397566, 1.0782493, -0.04330199, -0.99778104, 0.027103601, 0.009665413, 0.0, 0.0], [0, 0, 0], -22.663225161707487]
[[-0.024403859, 1.0551994, -0.04330199, -1.0244477, 0.027586881, 0.009665404, 0.0, 0.0], [0, 0, 0], -23.0723407776608]
[[-0.024832059, 1.0315496, -0.04330199, -1.0511143, 0.02807017, 0.009665433, 0.0, 0.0], [0, 0, 0], -23.42170465370819]
[[-0.025260162, 1.0072997, -0.043301992, -1.0777812, 0.02855343, 0.009665406, 0.0, 0.0], [0, 0, 0], -23.71130429732989]
[[-0.025688361, 0.9824497, -0.04330199, -1.1044478, 0.029036712, 0.009665365, 0.0, 0.0], [0, 0, 0], -23.941110747040483]
[[-0.026116561, 0.9569999, -0.04330199, -1.1311145, 0.029519983, 0.009665405, 0.0, 0.0], [0, 0, 0], -24.111174086123867]
[[-0.026544666, 0.9309501, -0.043301985, -1.1577811, 0.030003257, 0.009665419, 0.0, 0.0], [0, 0, 0], -24.2214898684137]
[[-0.026972866, 0.90430015, -0.04330198, -1.1844478, 0.030486543, 0.009665381, 0.0, 0.0], [0, 0, 0], -24.272042436808704]
