[[0.013381863, 1.4232801, 0.67677325, 0.26177594, -0.015331493, -0.1517193, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.4620695, 0.45194986, 0.6769072, -1.5261618, -0.52216226, -0.15106286, 0.0, 0.0], [0, 0, 0], -67.37427572455283]
[[0.46877232, 0.41706863, 0.6769036, -1.5528327, -0.52971536, -0.15106225, 0.0, 0.0], [0, 0, 0], -68.68105474697154]
[[0.4754754, 0.3815881, 0.6769, -1.5795034, -0.53726846, -0.15106164, 0.0, 0.0], [0, 0, 0], -70.10546927240381]
[[0.48217887, 0.34550822, 0.67689633, -1.6061742, -0.5448215, -0.15106133, 0.0, 0.0], [0, 0, 0], -71.66800132269327]
[[0.48888245, 0.30882898, 0.67689264, -1.6328449, -0.55237454, -0.15106025, 0.0, 0.0], [0, 0, 0], -73.39081527332127]
[[0.4955864, 0.27155042, 0.6768889, -1.6595156, -0.5599275, -0.15105963, 0.0, 0.0], [0, 0, 0], -75.2975877469903]
[[0.50229055, 0.23367248, 0.6768851, -1.6861863, -0.5674805, -0.15105906, 0.0, 0.0], [0, 0, 0], -77.4128479218935]
[[0.50899494, 0.19519523, 0.6768813, -1.7128571, -0.5750334, -0.15105851, 0.0, 0.0], [0, 0, 0], -79.76129999409739]
[[0.51569974, 0.15611859, 0.67687744, -1.739528, -0.58258635, -0.15105794, 0.0, 0.0], [0, 0, 0], -82.36677842623482]
[[0.5224047, 0.11644257, 0.67687356, -1.7661985, -0.5901392, -0.15105739, 0.0, 0.0], [0, 0, 0], -85.25110784257544]
[[0.52910995, 0.076167166, 0.6768696, -1.7928691, -0.5976921, -0.15105695, 0.0, 0.0], [0, 0, 0], -88.43300338196798]
[[0.53581554, 0.035292372, 0.6768655, -1.8195397, -0.6052449, -0.15105638, 0.0, 0.0], [0, 0, 0], -91.92683303666041]
[[0.54252136, -0.006181767, 0.6768614, -1.8462104, -0.6127977, -0.15105616, 1.0, 0.0], [0, 0, 0], -85.74188923091509]
---
[[-0.010730267, 1.4043633, -0.5426849, -0.15856713, 0.01230582, 0.12166141, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.016095828, 1.4001968, -0.54270345, -0.18524055, 0.018384721, 0.12158928, 0.0, 0.0], [0, 0, 0], -1.0034228027704728]
[[-0.021461677, 1.3954306, -0.5427224, -0.21191461, 0.024462838, 0.12157367, 0.0, 0.0], [0, 0, 0], -2.060004899540843]
[[-0.026827525, 1.3900651, -0.5427402, -0.23858579, 0.030539999, 0.12155453, 0.0, 0.0], [0, 0, 0], -3.1643447715813977]
[[-0.03219366, 1.3841, -0.5427581, -0.2652566, 0.0366162, 0.12153508, 0.0, 0.0], [0, 0, 0], -4.311286962906024]
[[-0.037559986, 1.3775352, -0.542776, -0.29192764, 0.042691432, 0.12151589, 0.0, 0.0], [0, 0, 0], -5.4953584487316505]
[[-0.0429266, 1.3703711, -0.5427937, -0.31859878, 0.048765704, 0.121496655, 0.0, 0.0], [0, 0, 0], -6.711120251900439]
[[-0.048293304, 1.3626072, -0.5428114, -0.34527007, 0.054839026, 0.12147762, 0.0, 0.0], [0, 0, 0], -7.95314497176463]
[[-0.053660296, 1.354244, -0.542829, -0.3719415, 0.0609114, 0.121458516, 0.0, 0.0], [0, 0, 0], -9.216190658641779]
[[-0.059027575, 1.3452811, -0.5428465, -0.39861307, 0.06698282, 0.12143953, 0.0, 0.0], [0, 0, 0], -10.495143553952516]
[[-0.06439495, 1.3357186, -0.5428639, -0.4252848, 0.07305329, 0.12142061, 0.0, 0.0], [0, 0, 0], -11.785144831721993]
[[-0.06976251, 1.3255565, -0.5428812, -0.45195666, 0.07912282, 0.12140173, 0.0, 0.0], [0, 0, 0], -13.081598216909185]
[[-0.07513027, 1.314795, -0.5428984, -0.47862864, 0.08519142, 0.12138303, 0.0, 0.0], [0, 0, 0], -14.380163747931988]
[[-0.080498315, 1.3034339, -0.5429155, -0.50530076, 0.09125909, 0.12136425, 0.0, 0.0], [0, 0, 0], -15.676777195810274]
[[-0.085866645, 1.291473, -0.5429326, -0.53197306, 0.09732582, 0.1213457, 0.0, 0.0], [0, 0, 0], -16.967636133561598]
[[-0.09123497, 1.2789129, -0.54294956, -0.5586454, 0.10339162, 0.12132709, 0.0, 0.0], [0, 0, 0], -18.24925292860388]
[[-0.09660368, 1.2657529, -0.5429665, -0.5853179, 0.109456494, 0.12130873, 0.0, 0.0], [0, 0, 0], -19.518340808724474]
[[-0.10197258, 1.2519935, -0.5429832, -0.6119907, 0.11552046, 0.12129027, 0.0, 0.0], [0, 0, 0], -20.771966738827814]
[[-0.10734167, 1.2376344, -0.54299986, -0.6386635, 0.12158353, 0.12127221, 0.0, 0.0], [0, 0, 0], -22.0073565203474]
[[-0.11271095, 1.2226759, -0.5430163, -0.6653365, 0.12764566, 0.12125386, 0.0, 0.0], [0, 0, 0], -23.222028822347283]
[[-0.11808052, 1.2071177, -0.54303277, -0.69200957, 0.13370691, 0.12123589, 0.0, 0.0], [0, 0, 0], -24.413697430518596]
[[-0.12345028, 1.1909597, -0.54304904, -0.7186828, 0.13976724, 0.121217825, 0.0, 0.0], [0, 0, 0], -25.580306996301715]
[[-0.12882033, 1.1742023, -0.54306525, -0.74535614, 0.1458267, 0.12119963, 0.0, 0.0], [0, 0, 0], -26.72001052051081]
[[-0.13419047, 1.1568452, -0.54308134, -0.77202964, 0.15188523, 0.1211815, 0.0, 0.0], [0, 0, 0], -27.831130283720086]
[[-0.1395587, 1.1388674, -0.5428783, -0.7996457, 0.15794355, 0.12116629, 0.0, 0.0], [0, 0, 0], -28.975793644441353]
[[-0.14492683, 1.12029, -0.5428776, -0.82631546, 0.16400182, 0.12116585, 0.0, 0.0], [0, 0, 0], -30.023349521490104]
[[-0.15029517, 1.1011132, -0.5428769, -0.8529851, 0.17006011, 0.121165514, 0.0, 0.0], [0, 0, 0], -31.03846295871142]
[[-0.15566349, 1.0813367, -0.5428761, -0.87965477, 0.17611836, 0.12116506, 0.0, 0.0], [0, 0, 0], -32.02015934268661]
[[-0.16103192, 1.060961, -0.5428754, -0.90632445, 0.1821766, 0.1211648, 0.0, 0.0], [0, 0, 0], -32.967639965708656]
[[-0.16640034, 1.0399855, -0.54287463, -0.9329941, 0.18823482, 0.12116422, 0.0, 0.0], [0, 0, 0], -33.88021263151535]
[[-0.17176875, 1.0184106, -0.54287374, -0.95966375, 0.194293, 0.12116374, 0.0, 0.0], [0, 0, 0], -34.757377930988014]
[[-0.17713729, 0.99623626, -0.5428729, -0.9863335, 0.20035115, 0.12116299, 0.0, 0.0], [0, 0, 0], -35.59882094419112]
[[-0.18250589, 0.9734622, -0.542872, -1.0130031, 0.20640928, 0.12116263, 0.0, 0.0], [0, 0, 0], -36.40432638707176]
[[-0.18787451, 0.9500887, -0.5428711, -1.0396727, 0.21246739, 0.12116232, 0.0, 0.0], [0, 0, 0], -37.173890407524766]
[[-0.19324331, 0.9261157, -0.54287016, -1.0663425, 0.2185255, 0.121162154, 0.0, 0.0], [0, 0, 0], -37.90771005051437]
[[-0.19861202, 0.9015431, -0.5428692, -1.0930122, 0.22458349, 0.121160135, 0.0, 0.0], [0, 0, 0], -38.606095168222055]
[[-0.20398092, 0.8763711, -0.54286814, -1.119682, 0.23064148, 0.12115981, 0.0, 0.0], [0, 0, 0], -39.269653197418506]
[[-0.20934983, 0.85059947, -0.54286706, -1.1463516, 0.23669946, 0.12115951, 0.0, 0.0], [0, 0, 0], -39.899162878114396]
[[-0.21471882, 0.8242282, -0.54286605, -1.1730212, 0.24275742, 0.121159256, 0.0, 0.0], [0, 0, 0], -40.49569599883557]
[[-0.22008786, 0.79725766, -0.5428649, -1.1996909, 0.24881536, 0.12115897, 0.0, 0.0], [0, 0, 0], -41.06064924799321]
[[-0.22545704, 0.7696874, -0.5428638, -1.2263604, 0.2548733, 0.12115868, 0.0, 0.0], [0, 0, 0], -41.595696270151564]
[[-0.23082629, 0.7415178, -0.5428626, -1.2530301, 0.26093122, 0.12115838, 0.0, 0.0], [0, 0, 0], -42.10297667488487]
[[-0.23619561, 0.71274847, -0.54286146, -1.2796997, 0.26698914, 0.12115835, 0.0, 0.0], [0, 0, 0], -42.58507157135273]
[[-0.24156503, 0.6833798, -0.5428602, -1.3063693, 0.27304706, 0.12115811, 0.0, 0.0], [0, 0, 0], -43.045128549560275]
[[-0.2469345, 0.65341145, -0.54285896, -1.3330388, 0.27910495, 0.12115774, 0.0, 0.0], [0, 0, 0], -43.48695507141946]
[[-0.25230414, 0.6228437, -0.54285777, -1.3597084, 0.28516284, 0.12115749, 0.0, 0.0], [0, 0, 0], -43.915222762886856]
[[-0.25767383, 0.5916763, -0.5428565, -1.3863779, 0.29122072, 0.12115754, 0.0, 0.0], [0, 0, 0], -44.335533192421025]
[[-0.26304358, 0.5599094, -0.5428552, -1.4130476, 0.29727858, 0.12115719, 0.0, 0.0], [0, 0, 0], -44.75474264788403]
[[-0.26841354, 0.527543, -0.5428539, -1.439717, 0.30333644, 0.12115691, 0.0, 0.0], [0, 0, 0], -45.18118934894369]
[[-0.2737835, 0.4945771, -0.5428525, -1.4663866, 0.30939427, 0.12115656, 0.0, 0.0], [0, 0, 0], -45.625028587078845]
[[-0.27915353, 0.46101165, -0.5428511, -1.4930562, 0.31545207, 0.12115625, 0.0, 0.0], [0, 0, 0], -46.09875965434395]
[[-0.28452373, 0.42684668, -0.54284966, -1.5197257, 0.32150987, 0.12115593, 0.0, 0.0], [0, 0, 0], -46.61761351152671]
[[-0.289894, 0.3920821, -0.5428482, -1.5463952, 0.32756764, 0.121155605, 0.0, 0.0], [0, 0, 0], -47.200355646969456]
[[-0.2952644, 0.35671806, -0.54284674, -1.5730648, 0.3336254, 0.121155284, 0.0, 0.0], [0, 0, 0], -47.86995351395649]
[[-0.30063486, 0.32075444, -0.54284525, -1.5997344, 0.33968315, 0.12115501, 0.0, 0.0], [0, 0, 0], -48.65440887021782]
[[-0.30600548, 0.28419137, -0.5428437, -1.6264039, 0.34574088, 0.1211547, 0.0, 0.0], [0, 0, 0], -49.58761930132249]
[[-0.31137615, 0.2470286, -0.54284215, -1.6530735, 0.3517986, 0.12115435, 0.0, 0.0], [0, 0, 0], -50.70991701585842]
[[-0.31674695, 0.20926645, -0.5428406, -1.6797429, 0.3578563, 0.121154085, 0.0, 0.0], [0, 0, 0], -52.06822998376725]
[[-0.3221179, 0.17090465, -0.54283893, -1.7064126, 0.36391398, 0.12115376, 0.0, 0.0], [0, 0, 0], -53.7150977195804]
[[-0.32748896, 0.13194337, -0.5428373, -1.733082, 0.36997166, 0.121153474, 0.0, 0.0], [0, 0, 0], -55.70620097060356]
[[-0.33286014, 0.09238251, -0.54283565, -1.7597517, 0.3760293, 0.121153176, 0.0, 1.0], [0, 0, 0], -48.095959167803414]
---
[[-0.0076406477, 1.3957692, -0.38643208, -0.34952304, 0.00876445, 0.08663079, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.011461353, 1.3873051, -0.38644564, -0.37621316, 0.013093081, 0.086580515, 0.0, 0.0], [0, 0, 0], -1.4167886623016273]
[[-0.015282154, 1.3782412, -0.38645846, -0.40288687, 0.017421179, 0.08656975, 0.0, 0.0], [0, 0, 0], -2.841191653486078]
[[-0.019103145, 1.3685775, -0.38647127, -0.4295571, 0.021748591, 0.08655621, 0.0, 0.0], [0, 0, 0], -4.267487107135452]
[[-0.022924233, 1.358314, -0.38648406, -0.45622656, 0.026075315, 0.08654238, 0.0, 0.0], [0, 0, 0], -5.68988594121393]
[[-0.02674551, 1.3474507, -0.3864968, -0.48289624, 0.03040137, 0.086529285, 0.0, 0.0], [0, 0, 0], -7.10312715016795]
[[-0.030566882, 1.3359876, -0.3865095, -0.509566, 0.034726795, 0.08651645, 0.0, 0.0], [0, 0, 0], -8.502444279794787]
[[-0.034388445, 1.3239247, -0.38652214, -0.5362358, 0.039051592, 0.08650358, 0.0, 0.0], [0, 0, 0], -9.883589810236941]
[[-0.038210105, 1.311262, -0.38653475, -0.56290567, 0.04337572, 0.08649053, 0.0, 0.0], [0, 0, 0], -11.242798200632478]
[[-0.04203186, 1.2979996, -0.3865473, -0.58957577, 0.047699235, 0.08647837, 0.0, 0.0], [0, 0, 0], -12.57670816699246]
[[-0.045853805, 1.2841372, -0.38655978, -0.61624587, 0.05202211, 0.08646504, 0.0, 0.0], [0, 0, 0], -13.88230024255904]
[[-0.04967594, 1.2696753, -0.38657224, -0.6429161, 0.056344364, 0.08645286, 0.0, 0.0], [0, 0, 0], -15.15696501676507]
[[-0.05349817, 1.2546134, -0.3865846, -0.66958636, 0.06066594, 0.086439505, 0.0, 0.0], [0, 0, 0], -16.398304560209652]
[[-0.057320498, 1.2389517, -0.38659695, -0.69625676, 0.06498692, 0.086427435, 0.0, 0.0], [0, 0, 0], -17.60424267133675]
[[-0.06114311, 1.2226902, -0.3866092, -0.7229272, 0.06930725, 0.086414196, 0.0, 0.0], [0, 0, 0], -18.772905669381828]
[[-0.064965725, 1.2058289, -0.38662142, -0.7495978, 0.07362698, 0.08640222, 0.0, 0.0], [0, 0, 0], -19.902651715208634]
[[-0.06878843, 1.1883678, -0.38663357, -0.7762684, 0.077946045, 0.08638904, 0.0, 0.0], [0, 0, 0], -20.992005631821627]
[[-0.07261143, 1.170307, -0.38664567, -0.80293924, 0.082264505, 0.08637697, 0.0, 0.0], [0, 0, 0], -22.039699716003014]
[[-0.076434515, 1.1516464, -0.3866577, -0.82961, 0.08658231, 0.08636387, 0.0, 0.0], [0, 0, 0], -23.044559190529725]
[[-0.0802577, 1.1323858, -0.3866697, -0.856281, 0.09089953, 0.086351916, 0.0, 0.0], [0, 0, 0], -24.005592198779]
[[-0.08408117, 1.1125257, -0.38668162, -0.8829519, 0.0952161, 0.086338945, 0.0, 0.0], [0, 0, 0], -24.921930159611094]
[[-0.08790465, 1.0920655, -0.38669348, -0.909623, 0.09953206, 0.086327, 0.0, 0.0], [0, 0, 0], -25.79279923986391]
[[-0.09172831, 1.0710056, -0.38670522, -0.9362942, 0.1038474, 0.08631438, 0.0, 0.0], [0, 0, 0], -26.61757573368152]
[[-0.09555216, 1.0493459, -0.38671696, -0.96296537, 0.10816215, 0.086302914, 0.0, 0.0], [0, 0, 0], -27.395694100569926]
[[-0.09937439, 1.027065, -0.38657242, -0.9905846, 0.11247675, 0.08629231, 0.0, 0.0], [0, 0, 0], -28.20726263223125]
[[-0.10319672, 1.0041842, -0.3865722, -1.0172528, 0.11679138, 0.086292304, 0.0, 0.0], [0, 0, 0], -28.88854148673599]
[[-0.107019044, 0.9807039, -0.38657194, -1.043921, 0.12110599, 0.08629223, 0.0, 0.0], [0, 0, 0], -29.52219248406456]
[[-0.11084137, 0.9566237, -0.38657168, -1.0705892, 0.12542062, 0.086292185, 0.0, 0.0], [0, 0, 0], -30.1080611366188]
[[-0.1146637, 0.9319436, -0.38657138, -1.0972575, 0.12973522, 0.08629234, 0.0, 0.0], [0, 0, 0], -30.646094231149874]
[[-0.11848612, 0.9066641, -0.3865711, -1.1239257, 0.13404982, 0.08629211, 0.0, 0.0], [0, 0, 0], -31.136361096783844]
[[-0.12230854, 0.8807845, -0.3865708, -1.150594, 0.13836442, 0.086292066, 0.0, 0.0], [0, 0, 0], -31.57901143239019]
[[-0.12613097, 0.8543053, -0.3865705, -1.1772621, 0.14267902, 0.0862919, 0.0, 0.0], [0, 0, 0], -31.974343201392912]
[[-0.12995338, 0.82722634, -0.38657016, -1.2039303, 0.1469936, 0.08629167, 0.0, 0.0], [0, 0, 0], -32.32278729705618]
[[-0.1337759, 0.7995476, -0.38656983, -1.2305986, 0.1513082, 0.08629157, 0.0, 0.0], [0, 0, 0], -32.624968115449434]
[[-0.13759843, 0.77126914, -0.3865695, -1.2572668, 0.15562277, 0.0862915, 0.0, 0.0], [0, 0, 0], -32.881624345922404]
[[-0.14142093, 0.742391, -0.38656914, -1.2839348, 0.15993734, 0.086291365, 0.0, 0.0], [0, 0, 0], -33.09376984710778]
[[-0.14524356, 0.712913, -0.38656875, -1.3106029, 0.1642519, 0.08629127, 0.0, 0.0], [0, 0, 0], -33.26267696730474]
[[-0.14906617, 0.6828352, -0.3865684, -1.3372711, 0.16856645, 0.08629117, 0.0, 0.0], [0, 0, 0], -33.389915744771855]
[[-0.15288877, 0.6521577, -0.386568, -1.3639394, 0.172881, 0.08629103, 0.0, 0.0], [0, 0, 0], -33.47748497846726]
[[-0.15671149, 0.6208805, -0.38656762, -1.3906076, 0.17719556, 0.086290926, 0.0, 0.0], [0, 0, 0], -33.52781676568091]
[[-0.16053419, 0.5890035, -0.3865672, -1.4172758, 0.1815101, 0.08629081, 0.0, 0.0], [0, 0, 0], -33.54402070881346]
[[-0.1643569, 0.5565268, -0.38656682, -1.4439439, 0.18582465, 0.08629076, 0.0, 0.0], [0, 0, 0], -33.52997079135588]
[[-0.16817951, 0.5234502, -0.3865664, -1.4706122, 0.19013917, 0.08629062, 0.0, 0.0], [0, 0, 0], -33.49059606170633]
[[-0.17200223, 0.48977396, -0.38656598, -1.4972804, 0.1944537, 0.086290576, 0.0, 0.0], [0, 0, 0], -33.43217511018298]
[[-0.17582503, 0.4554979, -0.38656554, -1.5239486, 0.19876821, 0.08629047, 0.0, 0.0], [0, 0, 0], -33.36280481814538]
[[-0.17964783, 0.4206221, -0.3865651, -1.5506169, 0.20308273, 0.086290345, 0.0, 0.0], [0, 0, 0], -33.29305183519247]
[[-0.18347064, 0.3851465, -0.3865646, -1.5772852, 0.20739724, 0.086290225, 0.0, 0.0], [0, 0, 0], -33.236798131907676]
[[-0.18729353, 0.3490712, -0.38656414, -1.6039531, 0.21171175, 0.086290106, 0.0, 0.0], [0, 0, 0], -33.21257128623046]
[[-0.19111642, 0.31239617, -0.38656363, -1.6306214, 0.21602625, 0.08629001, 0.0, 0.0], [0, 0, 0], -33.245403579535974]
[[-0.19493942, 0.27512133, -0.38656312, -1.6572897, 0.22034074, 0.0862899, 0.0, 0.0], [0, 0, 0], -33.36930599618398]
[[-0.19876233, 0.23724677, -0.38656265, -1.683958, 0.22465524, 0.08628981, 0.0, 0.0], [0, 0, 0], -33.63087193942161]
